Protocol	CellType	Disease	SRAID	Sample
SmartSeq2	alpha	T2D	GSM2159049	alpha_T2D_GSM2159049
SmartSeq2	alpha	T2D	GSM2159050	alpha_T2D_GSM2159050
SmartSeq2	alpha	T2D	GSM2159051	alpha_T2D_GSM2159051
SmartSeq2	alpha	T2D	GSM2159052	alpha_T2D_GSM2159052
SmartSeq2	alpha	T2D	GSM2159053	alpha_T2D_GSM2159053
SmartSeq2	alpha	T2D	GSM2159054	alpha_T2D_GSM2159054
SmartSeq2	alpha	T2D	GSM2159055	alpha_T2D_GSM2159055
SmartSeq2	alpha	T2D	GSM2159056	alpha_T2D_GSM2159056
SmartSeq2	alpha	T2D	GSM2159057	alpha_T2D_GSM2159057
SmartSeq2	alpha	T2D	GSM2159058	alpha_T2D_GSM2159058
SmartSeq2	alpha	T2D	GSM2159059	alpha_T2D_GSM2159059
SmartSeq2	alpha	T2D	GSM2159060	alpha_T2D_GSM2159060
SmartSeq2	alpha	T2D	GSM2159061	alpha_T2D_GSM2159061
SmartSeq2	alpha	T2D	GSM2159062	alpha_T2D_GSM2159062
SmartSeq2	alpha	T2D	GSM2159063	alpha_T2D_GSM2159063
SmartSeq2	alpha	T2D	GSM2159064	alpha_T2D_GSM2159064
SmartSeq2	alpha	T2D	GSM2159065	alpha_T2D_GSM2159065
SmartSeq2	alpha	T2D	GSM2159066	alpha_T2D_GSM2159066
SmartSeq2	alpha	T2D	GSM2159067	alpha_T2D_GSM2159067
SmartSeq2	alpha	T2D	GSM2159068	alpha_T2D_GSM2159068
SmartSeq2	alpha	T2D	GSM2159069	alpha_T2D_GSM2159069
SmartSeq2	alpha	T2D	GSM2159070	alpha_T2D_GSM2159070
SmartSeq2	alpha	T2D	GSM2159071	alpha_T2D_GSM2159071
SmartSeq2	alpha	T2D	GSM2159072	alpha_T2D_GSM2159072
SmartSeq2	alpha	T2D	GSM2159073	alpha_T2D_GSM2159073
SmartSeq2	alpha	T2D	GSM2159074	alpha_T2D_GSM2159074
SmartSeq2	alpha	T2D	GSM2159075	alpha_T2D_GSM2159075
SmartSeq2	alpha	T2D	GSM2159076	alpha_T2D_GSM2159076
SmartSeq2	alpha	T2D	GSM2159077	alpha_T2D_GSM2159077
SmartSeq2	alpha	T2D	GSM2159078	alpha_T2D_GSM2159078
SmartSeq2	alpha	T2D	GSM2159079	alpha_T2D_GSM2159079
SmartSeq2	alpha	T2D	GSM2159080	alpha_T2D_GSM2159080
SmartSeq2	alpha	T2D	GSM2159081	alpha_T2D_GSM2159081
SmartSeq2	alpha	T2D	GSM2159082	alpha_T2D_GSM2159082
SmartSeq2	alpha	T2D	GSM2159083	alpha_T2D_GSM2159083
SmartSeq2	alpha	T2D	GSM2159084	alpha_T2D_GSM2159084
SmartSeq2	alpha	T2D	GSM2159085	alpha_T2D_GSM2159085
SmartSeq2	alpha	T2D	GSM2159086	alpha_T2D_GSM2159086
SmartSeq2	alpha	T2D	GSM2159087	alpha_T2D_GSM2159087
SmartSeq2	alpha	T2D	GSM2159088	alpha_T2D_GSM2159088
SmartSeq2	alpha	T2D	GSM2159089	alpha_T2D_GSM2159089
SmartSeq2	alpha	T2D	GSM2159090	alpha_T2D_GSM2159090
SmartSeq2	alpha	T2D	GSM2159091	alpha_T2D_GSM2159091
SmartSeq2	alpha	T2D	GSM2159092	alpha_T2D_GSM2159092
SmartSeq2	alpha	T2D	GSM2159093	alpha_T2D_GSM2159093
SmartSeq2	alpha	T2D	GSM2159094	alpha_T2D_GSM2159094
SmartSeq2	alpha	T2D	GSM2159095	alpha_T2D_GSM2159095
SmartSeq2	alpha	T2D	GSM2159096	alpha_T2D_GSM2159096
SmartSeq2	alpha	T2D	GSM2159097	alpha_T2D_GSM2159097
SmartSeq2	alpha	T2D	GSM2159098	alpha_T2D_GSM2159098
SmartSeq2	alpha	T2D	GSM2159099	alpha_T2D_GSM2159099
SmartSeq2	alpha	T2D	GSM2159100	alpha_T2D_GSM2159100
SmartSeq2	alpha	T2D	GSM2159101	alpha_T2D_GSM2159101
SmartSeq2	alpha	T2D	GSM2159102	alpha_T2D_GSM2159102
SmartSeq2	alpha	T2D	GSM2159103	alpha_T2D_GSM2159103
SmartSeq2	alpha	T2D	GSM2159104	alpha_T2D_GSM2159104
SmartSeq2	alpha	T2D	GSM2159105	alpha_T2D_GSM2159105
SmartSeq2	alpha	T2D	GSM2159106	alpha_T2D_GSM2159106
SmartSeq2	alpha	T2D	GSM2159107	alpha_T2D_GSM2159107
SmartSeq2	alpha	T2D	GSM2159108	alpha_T2D_GSM2159108
SmartSeq2	alpha	T2D	GSM2159109	alpha_T2D_GSM2159109
SmartSeq2	alpha	T2D	GSM2159110	alpha_T2D_GSM2159110
SmartSeq2	alpha	T2D	GSM2159111	alpha_T2D_GSM2159111
SmartSeq2	alpha	T2D	GSM2159112	alpha_T2D_GSM2159112
SmartSeq2	alpha	T2D	GSM2159113	alpha_T2D_GSM2159113
SmartSeq2	alpha	T2D	GSM2159114	alpha_T2D_GSM2159114
SmartSeq2	alpha	T2D	GSM2159115	alpha_T2D_GSM2159115
SmartSeq2	alpha	T2D	GSM2159116	alpha_T2D_GSM2159116
SmartSeq2	alpha	T2D	GSM2159117	alpha_T2D_GSM2159117
SmartSeq2	alpha	T2D	GSM2159118	alpha_T2D_GSM2159118
SmartSeq2	alpha	T2D	GSM2159119	alpha_T2D_GSM2159119
SmartSeq2	alpha	T2D	GSM2159120	alpha_T2D_GSM2159120
SmartSeq2	alpha	T2D	GSM2159121	alpha_T2D_GSM2159121
SmartSeq2	alpha	T2D	GSM2159122	alpha_T2D_GSM2159122
SmartSeq2	alpha	T2D	GSM2159123	alpha_T2D_GSM2159123
SmartSeq2	alpha	T2D	GSM2159124	alpha_T2D_GSM2159124
SmartSeq2	alpha	T2D	GSM2159125	alpha_T2D_GSM2159125
SmartSeq2	alpha	T2D	GSM2159126	alpha_T2D_GSM2159126
SmartSeq2	alpha	T2D	GSM2159127	alpha_T2D_GSM2159127
SmartSeq2	alpha	T2D	GSM2159128	alpha_T2D_GSM2159128
SmartSeq2	alpha	T2D	GSM2159129	alpha_T2D_GSM2159129
SmartSeq2	alpha	T2D	GSM2159130	alpha_T2D_GSM2159130
SmartSeq2	alpha	T2D	GSM2159131	alpha_T2D_GSM2159131
SmartSeq2	alpha	T2D	GSM2159132	alpha_T2D_GSM2159132
SmartSeq2	alpha	T2D	GSM2159133	alpha_T2D_GSM2159133
SmartSeq2	alpha	T2D	GSM2159134	alpha_T2D_GSM2159134
SmartSeq2	alpha	T2D	GSM2159135	alpha_T2D_GSM2159135
SmartSeq2	alpha	T2D	GSM2159136	alpha_T2D_GSM2159136
SmartSeq2	alpha	T2D	GSM2159137	alpha_T2D_GSM2159137
SmartSeq2	alpha	T2D	GSM2159138	alpha_T2D_GSM2159138
SmartSeq2	alpha	T2D	GSM2159139	alpha_T2D_GSM2159139
SmartSeq2	alpha	T2D	GSM2159140	alpha_T2D_GSM2159140
SmartSeq2	alpha	T2D	GSM2159141	alpha_T2D_GSM2159141
SmartSeq2	alpha	T2D	GSM2159142	alpha_T2D_GSM2159142
SmartSeq2	alpha	T2D	GSM2159143	alpha_T2D_GSM2159143
SmartSeq2	alpha	T2D	GSM2159144	alpha_T2D_GSM2159144
SmartSeq2	alpha	T2D	GSM2159145	alpha_T2D_GSM2159145
SmartSeq2	alpha	T2D	GSM2159146	alpha_T2D_GSM2159146
SmartSeq2	alpha	T2D	GSM2159147	alpha_T2D_GSM2159147
SmartSeq2	alpha	T2D	GSM2159148	alpha_T2D_GSM2159148
SmartSeq2	alpha	T2D	GSM2159149	alpha_T2D_GSM2159149
SmartSeq2	alpha	T2D	GSM2159150	alpha_T2D_GSM2159150
SmartSeq2	alpha	T2D	GSM2159151	alpha_T2D_GSM2159151
SmartSeq2	alpha	T2D	GSM2159152	alpha_T2D_GSM2159152
SmartSeq2	alpha	T2D	GSM2159153	alpha_T2D_GSM2159153
SmartSeq2	alpha	T2D	GSM2159154	alpha_T2D_GSM2159154
SmartSeq2	alpha	T2D	GSM2159155	alpha_T2D_GSM2159155
SmartSeq2	alpha	T2D	GSM2159156	alpha_T2D_GSM2159156
SmartSeq2	alpha	T2D	GSM2159157	alpha_T2D_GSM2159157
SmartSeq2	alpha	T2D	GSM2159158	alpha_T2D_GSM2159158
SmartSeq2	alpha	T2D	GSM2159159	alpha_T2D_GSM2159159
SmartSeq2	alpha	T2D	GSM2159160	alpha_T2D_GSM2159160
SmartSeq2	alpha	T2D	GSM2159161	alpha_T2D_GSM2159161
SmartSeq2	alpha	T2D	GSM2159162	alpha_T2D_GSM2159162
SmartSeq2	alpha	T2D	GSM2159163	alpha_T2D_GSM2159163
SmartSeq2	alpha	T2D	GSM2159164	alpha_T2D_GSM2159164
SmartSeq2	alpha	T2D	GSM2159165	alpha_T2D_GSM2159165
SmartSeq2	alpha	T2D	GSM2159166	alpha_T2D_GSM2159166
SmartSeq2	alpha	T2D	GSM2159167	alpha_T2D_GSM2159167
SmartSeq2	alpha	T2D	GSM2159168	alpha_T2D_GSM2159168
SmartSeq2	alpha	T2D	GSM2159169	alpha_T2D_GSM2159169
SmartSeq2	alpha	T2D	GSM2159170	alpha_T2D_GSM2159170
SmartSeq2	alpha	T2D	GSM2159171	alpha_T2D_GSM2159171
SmartSeq2	alpha	T2D	GSM2159172	alpha_T2D_GSM2159172
SmartSeq2	alpha	T2D	GSM2159173	alpha_T2D_GSM2159173
SmartSeq2	alpha	T2D	GSM2159174	alpha_T2D_GSM2159174
SmartSeq2	alpha	T2D	GSM2159175	alpha_T2D_GSM2159175
SmartSeq2	alpha	T2D	GSM2159176	alpha_T2D_GSM2159176
SmartSeq2	alpha	T2D	GSM2159177	alpha_T2D_GSM2159177
SmartSeq2	alpha	T2D	GSM2159178	alpha_T2D_GSM2159178
SmartSeq2	alpha	T2D	GSM2159179	alpha_T2D_GSM2159179
SmartSeq2	alpha	T2D	GSM2159180	alpha_T2D_GSM2159180
SmartSeq2	alpha	T2D	GSM2159181	alpha_T2D_GSM2159181
SmartSeq2	alpha	T2D	GSM2159182	alpha_T2D_GSM2159182
SmartSeq2	alpha	T2D	GSM2159183	alpha_T2D_GSM2159183
SmartSeq2	alpha	T2D	GSM2159184	alpha_T2D_GSM2159184
SmartSeq2	alpha	T2D	GSM2159185	alpha_T2D_GSM2159185
SmartSeq2	alpha	T2D	GSM2159186	alpha_T2D_GSM2159186
SmartSeq2	alpha	T2D	GSM2159187	alpha_T2D_GSM2159187
SmartSeq2	alpha	T2D	GSM2159188	alpha_T2D_GSM2159188
SmartSeq2	alpha	T2D	GSM2159189	alpha_T2D_GSM2159189
SmartSeq2	alpha	T2D	GSM2159190	alpha_T2D_GSM2159190
SmartSeq2	alpha	T2D	GSM2159191	alpha_T2D_GSM2159191
SmartSeq2	alpha	T2D	GSM2159192	alpha_T2D_GSM2159192
SmartSeq2	alpha	T2D	GSM2159193	alpha_T2D_GSM2159193
SmartSeq2	alpha	T2D	GSM2159194	alpha_T2D_GSM2159194
SmartSeq2	alpha	T2D	GSM2159195	alpha_T2D_GSM2159195
SmartSeq2	alpha	T2D	GSM2159196	alpha_T2D_GSM2159196
SmartSeq2	alpha	T2D	GSM2159197	alpha_T2D_GSM2159197
SmartSeq2	alpha	T2D	GSM2159198	alpha_T2D_GSM2159198
SmartSeq2	alpha	T2D	GSM2159199	alpha_T2D_GSM2159199
SmartSeq2	alpha	T2D	GSM2159200	alpha_T2D_GSM2159200
SmartSeq2	alpha	T2D	GSM2159201	alpha_T2D_GSM2159201
SmartSeq2	alpha	T2D	GSM2159202	alpha_T2D_GSM2159202
SmartSeq2	alpha	T2D	GSM2159203	alpha_T2D_GSM2159203
SmartSeq2	alpha	T2D	GSM2159204	alpha_T2D_GSM2159204
SmartSeq2	alpha	T2D	GSM2159205	alpha_T2D_GSM2159205
SmartSeq2	alpha	T2D	GSM2159206	alpha_T2D_GSM2159206
SmartSeq2	alpha	T2D	GSM2159207	alpha_T2D_GSM2159207
SmartSeq2	alpha	T2D	GSM2159208	alpha_T2D_GSM2159208
SmartSeq2	alpha	T2D	GSM2159209	alpha_T2D_GSM2159209
SmartSeq2	alpha	T2D	GSM2159210	alpha_T2D_GSM2159210
SmartSeq2	alpha	T2D	GSM2159211	alpha_T2D_GSM2159211
SmartSeq2	alpha	T2D	GSM2159212	alpha_T2D_GSM2159212
SmartSeq2	alpha	T2D	GSM2159213	alpha_T2D_GSM2159213
SmartSeq2	alpha	T2D	GSM2159214	alpha_T2D_GSM2159214
SmartSeq2	alpha	T2D	GSM2159215	alpha_T2D_GSM2159215
SmartSeq2	alpha	T2D	GSM2159216	alpha_T2D_GSM2159216
SmartSeq2	alpha	T2D	GSM2159217	alpha_T2D_GSM2159217
SmartSeq2	alpha	T2D	GSM2159218	alpha_T2D_GSM2159218
SmartSeq2	alpha	T2D	GSM2159219	alpha_T2D_GSM2159219
SmartSeq2	alpha	T2D	GSM2159220	alpha_T2D_GSM2159220
SmartSeq2	alpha	T2D	GSM2159221	alpha_T2D_GSM2159221
SmartSeq2	alpha	T2D	GSM2159222	alpha_T2D_GSM2159222
SmartSeq2	alpha	T2D	GSM2159223	alpha_T2D_GSM2159223
SmartSeq2	alpha	T2D	GSM2159224	alpha_T2D_GSM2159224
SmartSeq2	alpha	T2D	GSM2159225	alpha_T2D_GSM2159225
SmartSeq2	alpha	T2D	GSM2159226	alpha_T2D_GSM2159226
SmartSeq2	alpha	T2D	GSM2159227	alpha_T2D_GSM2159227
SmartSeq2	alpha	T2D	GSM2159228	alpha_T2D_GSM2159228
SmartSeq2	alpha	T2D	GSM2159229	alpha_T2D_GSM2159229
SmartSeq2	alpha	T2D	GSM2159230	alpha_T2D_GSM2159230
SmartSeq2	alpha	T2D	GSM2159231	alpha_T2D_GSM2159231
SmartSeq2	alpha	T2D	GSM2159235	alpha_T2D_GSM2159235
SmartSeq2	alpha	T2D	GSM2159238	alpha_T2D_GSM2159238
SmartSeq2	alpha	T2D	GSM2159240	alpha_T2D_GSM2159240
SmartSeq2	alpha	T2D	GSM2159243	alpha_T2D_GSM2159243
SmartSeq2	alpha	T2D	GSM2159245	alpha_T2D_GSM2159245
SmartSeq2	alpha	T2D	GSM2159248	alpha_T2D_GSM2159248
SmartSeq2	alpha	T2D	GSM2159251	alpha_T2D_GSM2159251
SmartSeq2	alpha	T2D	GSM2159254	alpha_T2D_GSM2159254
SmartSeq2	alpha	T2D	GSM2159256	alpha_T2D_GSM2159256
SmartSeq2	alpha	T2D	GSM2159258	alpha_T2D_GSM2159258
SmartSeq2	alpha	T2D	GSM2159261	alpha_T2D_GSM2159261
SmartSeq2	alpha	T2D	GSM2159263	alpha_T2D_GSM2159263
SmartSeq2	alpha	T2D	GSM2159266	alpha_T2D_GSM2159266
SmartSeq2	alpha	T2D	GSM2159269	alpha_T2D_GSM2159269
SmartSeq2	alpha	T2D	GSM2159271	alpha_T2D_GSM2159271
SmartSeq2	alpha	T2D	GSM2159274	alpha_T2D_GSM2159274
SmartSeq2	alpha	T2D	GSM2159277	alpha_T2D_GSM2159277
SmartSeq2	alpha	T2D	GSM2159279	alpha_T2D_GSM2159279
SmartSeq2	alpha	T2D	GSM2159280	alpha_T2D_GSM2159280
SmartSeq2	alpha	T2D	GSM2159281	alpha_T2D_GSM2159281
SmartSeq2	alpha	T2D	GSM2159282	alpha_T2D_GSM2159282
SmartSeq2	alpha	T2D	GSM2159283	alpha_T2D_GSM2159283
SmartSeq2	alpha	T2D	GSM2159284	alpha_T2D_GSM2159284
SmartSeq2	alpha	T2D	GSM2159285	alpha_T2D_GSM2159285
SmartSeq2	alpha	T2D	GSM2159286	alpha_T2D_GSM2159286
SmartSeq2	alpha	T2D	GSM2159287	alpha_T2D_GSM2159287
SmartSeq2	alpha	T2D	GSM2159288	alpha_T2D_GSM2159288
SmartSeq2	alpha	T2D	GSM2159289	alpha_T2D_GSM2159289
SmartSeq2	alpha	T2D	GSM2159290	alpha_T2D_GSM2159290
SmartSeq2	alpha	T2D	GSM2159291	alpha_T2D_GSM2159291
SmartSeq2	alpha	T2D	GSM2159292	alpha_T2D_GSM2159292
SmartSeq2	alpha	T2D	GSM2159293	alpha_T2D_GSM2159293
SmartSeq2	alpha	T2D	GSM2159294	alpha_T2D_GSM2159294
SmartSeq2	alpha	T2D	GSM2159295	alpha_T2D_GSM2159295
SmartSeq2	alpha	T2D	GSM2159296	alpha_T2D_GSM2159296
SmartSeq2	alpha	T2D	GSM2159297	alpha_T2D_GSM2159297
SmartSeq2	alpha	T2D	GSM2159298	alpha_T2D_GSM2159298
SmartSeq2	alpha	T2D	GSM2159299	alpha_T2D_GSM2159299
SmartSeq2	alpha	T2D	GSM2159300	alpha_T2D_GSM2159300
SmartSeq2	alpha	T2D	GSM2159301	alpha_T2D_GSM2159301
SmartSeq2	alpha	T2D	GSM2159302	alpha_T2D_GSM2159302
SmartSeq2	alpha	T2D	GSM2159303	alpha_T2D_GSM2159303
SmartSeq2	alpha	T2D	GSM2159304	alpha_T2D_GSM2159304
SmartSeq2	alpha	T2D	GSM2159305	alpha_T2D_GSM2159305
SmartSeq2	alpha	T2D	GSM2159306	alpha_T2D_GSM2159306
SmartSeq2	alpha	T2D	GSM2159307	alpha_T2D_GSM2159307
SmartSeq2	alpha	T2D	GSM2159308	alpha_T2D_GSM2159308
SmartSeq2	alpha	T2D	GSM2159309	alpha_T2D_GSM2159309
SmartSeq2	alpha	T2D	GSM2159310	alpha_T2D_GSM2159310
SmartSeq2	alpha	T2D	GSM2159311	alpha_T2D_GSM2159311
SmartSeq2	alpha	T2D	GSM2159312	alpha_T2D_GSM2159312
SmartSeq2	alpha	T2D	GSM2159313	alpha_T2D_GSM2159313
SmartSeq2	alpha	T2D	GSM2159314	alpha_T2D_GSM2159314
SmartSeq2	alpha	T2D	GSM2159315	alpha_T2D_GSM2159315
SmartSeq2	alpha	T2D	GSM2159316	alpha_T2D_GSM2159316
SmartSeq2	alpha	T2D	GSM2159317	alpha_T2D_GSM2159317
SmartSeq2	alpha	T2D	GSM2159318	alpha_T2D_GSM2159318
SmartSeq2	alpha	T2D	GSM2159319	alpha_T2D_GSM2159319
SmartSeq2	alpha	T2D	GSM2159320	alpha_T2D_GSM2159320
SmartSeq2	alpha	T2D	GSM2159321	alpha_T2D_GSM2159321
SmartSeq2	alpha	T2D	GSM2159322	alpha_T2D_GSM2159322
SmartSeq2	alpha	T2D	GSM2159323	alpha_T2D_GSM2159323
SmartSeq2	alpha	T2D	GSM2159324	alpha_T2D_GSM2159324
SmartSeq2	alpha	T2D	GSM2159325	alpha_T2D_GSM2159325
SmartSeq2	alpha	T2D	GSM2159326	alpha_T2D_GSM2159326
SmartSeq2	alpha	T2D	GSM2159327	alpha_T2D_GSM2159327
SmartSeq2	alpha	T2D	GSM2159328	alpha_T2D_GSM2159328
SmartSeq2	alpha	T2D	GSM2159329	alpha_T2D_GSM2159329
SmartSeq2	alpha	T2D	GSM2159330	alpha_T2D_GSM2159330
SmartSeq2	alpha	T2D	GSM2159331	alpha_T2D_GSM2159331
SmartSeq2	alpha	T2D	GSM2159332	alpha_T2D_GSM2159332
SmartSeq2	alpha	T2D	GSM2159333	alpha_T2D_GSM2159333
SmartSeq2	alpha	T2D	GSM2159334	alpha_T2D_GSM2159334
SmartSeq2	alpha	T2D	GSM2159335	alpha_T2D_GSM2159335
SmartSeq2	alpha	T2D	GSM2159336	alpha_T2D_GSM2159336
SmartSeq2	alpha	T2D	GSM2159337	alpha_T2D_GSM2159337
SmartSeq2	alpha	T2D	GSM2159338	alpha_T2D_GSM2159338
SmartSeq2	alpha	T2D	GSM2159339	alpha_T2D_GSM2159339
SmartSeq2	alpha	T2D	GSM2159340	alpha_T2D_GSM2159340
SmartSeq2	alpha	T2D	GSM2159341	alpha_T2D_GSM2159341
SmartSeq2	alpha	T2D	GSM2159342	alpha_T2D_GSM2159342
SmartSeq2	alpha	T2D	GSM2159343	alpha_T2D_GSM2159343
SmartSeq2	alpha	T2D	GSM2159344	alpha_T2D_GSM2159344
SmartSeq2	alpha	T2D	GSM2159345	alpha_T2D_GSM2159345
SmartSeq2	alpha	T2D	GSM2159346	alpha_T2D_GSM2159346
SmartSeq2	alpha	T2D	GSM2159347	alpha_T2D_GSM2159347
SmartSeq2	alpha	T2D	GSM2159348	alpha_T2D_GSM2159348
SmartSeq2	alpha	T2D	GSM2159349	alpha_T2D_GSM2159349
SmartSeq2	alpha	T2D	GSM2159350	alpha_T2D_GSM2159350
SmartSeq2	alpha	T2D	GSM2159351	alpha_T2D_GSM2159351
SmartSeq2	alpha	T2D	GSM2159352	alpha_T2D_GSM2159352
SmartSeq2	alpha	T2D	GSM2159353	alpha_T2D_GSM2159353
SmartSeq2	alpha	T2D	GSM2159354	alpha_T2D_GSM2159354
SmartSeq2	alpha	T2D	GSM2159355	alpha_T2D_GSM2159355
SmartSeq2	alpha	T2D	GSM2159356	alpha_T2D_GSM2159356
SmartSeq2	alpha	T2D	GSM2159357	alpha_T2D_GSM2159357
SmartSeq2	alpha	T2D	GSM2159358	alpha_T2D_GSM2159358
SmartSeq2	alpha	T2D	GSM2159359	alpha_T2D_GSM2159359
SmartSeq2	alpha	T2D	GSM2159360	alpha_T2D_GSM2159360
SmartSeq2	alpha	T2D	GSM2159361	alpha_T2D_GSM2159361
SmartSeq2	alpha	T2D	GSM2159362	alpha_T2D_GSM2159362
SmartSeq2	alpha	T2D	GSM2159363	alpha_T2D_GSM2159363
SmartSeq2	alpha	T2D	GSM2159364	alpha_T2D_GSM2159364
SmartSeq2	alpha	T2D	GSM2159365	alpha_T2D_GSM2159365
SmartSeq2	alpha	T2D	GSM2159366	alpha_T2D_GSM2159366
SmartSeq2	alpha	T2D	GSM2159367	alpha_T2D_GSM2159367
SmartSeq2	alpha	T2D	GSM2159368	alpha_T2D_GSM2159368
SmartSeq2	alpha	T2D	GSM2159369	alpha_T2D_GSM2159369
SmartSeq2	alpha	T2D	GSM2159370	alpha_T2D_GSM2159370
SmartSeq2	alpha	T2D	GSM2159371	alpha_T2D_GSM2159371
SmartSeq2	alpha	T2D	GSM2159372	alpha_T2D_GSM2159372
SmartSeq2	alpha	T2D	GSM2159373	alpha_T2D_GSM2159373
SmartSeq2	alpha	T2D	GSM2159374	alpha_T2D_GSM2159374
SmartSeq2	alpha	T2D	GSM2159375	alpha_T2D_GSM2159375
SmartSeq2	alpha	T2D	GSM2159376	alpha_T2D_GSM2159376
SmartSeq2	alpha	T2D	GSM2159377	alpha_T2D_GSM2159377
SmartSeq2	alpha	T2D	GSM2159378	alpha_T2D_GSM2159378
SmartSeq2	alpha	T2D	GSM2159379	alpha_T2D_GSM2159379
SmartSeq2	alpha	T2D	GSM2159380	alpha_T2D_GSM2159380
SmartSeq2	alpha	T2D	GSM2159381	alpha_T2D_GSM2159381
SmartSeq2	alpha	T2D	GSM2159382	alpha_T2D_GSM2159382
SmartSeq2	alpha	T2D	GSM2159383	alpha_T2D_GSM2159383
SmartSeq2	alpha	T2D	GSM2159384	alpha_T2D_GSM2159384
SmartSeq2	alpha	T2D	GSM2159385	alpha_T2D_GSM2159385
SmartSeq2	alpha	T2D	GSM2159386	alpha_T2D_GSM2159386
SmartSeq2	alpha	T2D	GSM2159387	alpha_T2D_GSM2159387
