Protocol	CellType	Disease	SRAID	Sample
SmartSeq2	alpha	T2D	GSM2159388	alpha_T2D_GSM2159388
SmartSeq2	alpha	T2D	GSM2159389	alpha_T2D_GSM2159389
SmartSeq2	alpha	T2D	GSM2159390	alpha_T2D_GSM2159390
SmartSeq2	alpha	T2D	GSM2159391	alpha_T2D_GSM2159391
SmartSeq2	alpha	T2D	GSM2159392	alpha_T2D_GSM2159392
SmartSeq2	alpha	T2D	GSM2159393	alpha_T2D_GSM2159393
SmartSeq2	alpha	T2D	GSM2159394	alpha_T2D_GSM2159394
SmartSeq2	alpha	T2D	GSM2159395	alpha_T2D_GSM2159395
SmartSeq2	alpha	T2D	GSM2159396	alpha_T2D_GSM2159396
SmartSeq2	alpha	T2D	GSM2159397	alpha_T2D_GSM2159397
SmartSeq2	alpha	T2D	GSM2159398	alpha_T2D_GSM2159398
SmartSeq2	alpha	T2D	GSM2159399	alpha_T2D_GSM2159399
SmartSeq2	alpha	T2D	GSM2159400	alpha_T2D_GSM2159400
SmartSeq2	alpha	T2D	GSM2159401	alpha_T2D_GSM2159401
SmartSeq2	alpha	T2D	GSM2159402	alpha_T2D_GSM2159402
SmartSeq2	alpha	T2D	GSM2159403	alpha_T2D_GSM2159403
SmartSeq2	alpha	T2D	GSM2159404	alpha_T2D_GSM2159404
SmartSeq2	alpha	T2D	GSM2159405	alpha_T2D_GSM2159405
SmartSeq2	alpha	T2D	GSM2159406	alpha_T2D_GSM2159406
SmartSeq2	alpha	T2D	GSM2159407	alpha_T2D_GSM2159407
SmartSeq2	alpha	T2D	GSM2159408	alpha_T2D_GSM2159408
SmartSeq2	alpha	T2D	GSM2159409	alpha_T2D_GSM2159409
SmartSeq2	alpha	T2D	GSM2159410	alpha_T2D_GSM2159410
SmartSeq2	alpha	T2D	GSM2159411	alpha_T2D_GSM2159411
SmartSeq2	alpha	T2D	GSM2159412	alpha_T2D_GSM2159412
SmartSeq2	alpha	T2D	GSM2159413	alpha_T2D_GSM2159413
SmartSeq2	alpha	T2D	GSM2159414	alpha_T2D_GSM2159414
SmartSeq2	alpha	T2D	GSM2159415	alpha_T2D_GSM2159415
SmartSeq2	alpha	T2D	GSM2159416	alpha_T2D_GSM2159416
SmartSeq2	alpha	T2D	GSM2159417	alpha_T2D_GSM2159417
SmartSeq2	alpha	T2D	GSM2159418	alpha_T2D_GSM2159418
SmartSeq2	alpha	T2D	GSM2159419	alpha_T2D_GSM2159419
SmartSeq2	alpha	T2D	GSM2159420	alpha_T2D_GSM2159420
SmartSeq2	alpha	T2D	GSM2159421	alpha_T2D_GSM2159421
SmartSeq2	alpha	T2D	GSM2159422	alpha_T2D_GSM2159422
SmartSeq2	alpha	T2D	GSM2159423	alpha_T2D_GSM2159423
SmartSeq2	alpha	T2D	GSM2159424	alpha_T2D_GSM2159424
SmartSeq2	alpha	T2D	GSM2159425	alpha_T2D_GSM2159425
SmartSeq2	alpha	T2D	GSM2159426	alpha_T2D_GSM2159426
SmartSeq2	alpha	T2D	GSM2159427	alpha_T2D_GSM2159427
SmartSeq2	alpha	T2D	GSM2159428	alpha_T2D_GSM2159428
SmartSeq2	alpha	T2D	GSM2159429	alpha_T2D_GSM2159429
SmartSeq2	alpha	T2D	GSM2159430	alpha_T2D_GSM2159430
SmartSeq2	alpha	T2D	GSM2159431	alpha_T2D_GSM2159431
SmartSeq2	alpha	T2D	GSM2159432	alpha_T2D_GSM2159432
SmartSeq2	alpha	T2D	GSM2159433	alpha_T2D_GSM2159433
SmartSeq2	alpha	T2D	GSM2159434	alpha_T2D_GSM2159434
SmartSeq2	alpha	T2D	GSM2159435	alpha_T2D_GSM2159435
SmartSeq2	alpha	T2D	GSM2159436	alpha_T2D_GSM2159436
SmartSeq2	alpha	T2D	GSM2159437	alpha_T2D_GSM2159437
SmartSeq2	alpha	T2D	GSM2159438	alpha_T2D_GSM2159438
SmartSeq2	alpha	T2D	GSM2159439	alpha_T2D_GSM2159439
SmartSeq2	alpha	T2D	GSM2159440	alpha_T2D_GSM2159440
SmartSeq2	alpha	T2D	GSM2159441	alpha_T2D_GSM2159441
SmartSeq2	alpha	T2D	GSM2159442	alpha_T2D_GSM2159442
SmartSeq2	alpha	T2D	GSM2159443	alpha_T2D_GSM2159443
SmartSeq2	alpha	T2D	GSM2159444	alpha_T2D_GSM2159444
SmartSeq2	alpha	T2D	GSM2159445	alpha_T2D_GSM2159445
SmartSeq2	alpha	T2D	GSM2159446	alpha_T2D_GSM2159446
SmartSeq2	alpha	T2D	GSM2159447	alpha_T2D_GSM2159447
SmartSeq2	alpha	T2D	GSM2159448	alpha_T2D_GSM2159448
SmartSeq2	alpha	T2D	GSM2159449	alpha_T2D_GSM2159449
SmartSeq2	alpha	T2D	GSM2159450	alpha_T2D_GSM2159450
SmartSeq2	alpha	T2D	GSM2159451	alpha_T2D_GSM2159451
SmartSeq2	alpha	T2D	GSM2159452	alpha_T2D_GSM2159452
SmartSeq2	alpha	T2D	GSM2159453	alpha_T2D_GSM2159453
SmartSeq2	alpha	T2D	GSM2159454	alpha_T2D_GSM2159454
SmartSeq2	alpha	T2D	GSM2159455	alpha_T2D_GSM2159455
SmartSeq2	alpha	T2D	GSM2159456	alpha_T2D_GSM2159456
SmartSeq2	alpha	T2D	GSM2159457	alpha_T2D_GSM2159457
SmartSeq2	alpha	T2D	GSM2159458	alpha_T2D_GSM2159458
SmartSeq2	alpha	T2D	GSM2159459	alpha_T2D_GSM2159459
SmartSeq2	alpha	T2D	GSM2159460	alpha_T2D_GSM2159460
SmartSeq2	alpha	T2D	GSM2159461	alpha_T2D_GSM2159461
SmartSeq2	alpha	T2D	GSM2159462	alpha_T2D_GSM2159462
SmartSeq2	alpha	T2D	GSM2159463	alpha_T2D_GSM2159463
SmartSeq2	alpha	T2D	GSM2159464	alpha_T2D_GSM2159464
SmartSeq2	alpha	T2D	GSM2159465	alpha_T2D_GSM2159465
SmartSeq2	alpha	T2D	GSM2159466	alpha_T2D_GSM2159466
SmartSeq2	alpha	T2D	GSM2159467	alpha_T2D_GSM2159467
SmartSeq2	alpha	T2D	GSM2159468	alpha_T2D_GSM2159468
SmartSeq2	alpha	T2D	GSM2159469	alpha_T2D_GSM2159469
SmartSeq2	alpha	T2D	GSM2159470	alpha_T2D_GSM2159470
SmartSeq2	alpha	T2D	GSM2159471	alpha_T2D_GSM2159471
SmartSeq2	alpha	T2D	GSM2159472	alpha_T2D_GSM2159472
SmartSeq2	alpha	T2D	GSM2159473	alpha_T2D_GSM2159473
SmartSeq2	alpha	T2D	GSM2159474	alpha_T2D_GSM2159474
SmartSeq2	beta	ND	GSM2157899	beta_ND_GSM2157899
SmartSeq2	beta	ND	GSM2157900	beta_ND_GSM2157900
SmartSeq2	beta	ND	GSM2157901	beta_ND_GSM2157901
SmartSeq2	beta	ND	GSM2157902	beta_ND_GSM2157902
SmartSeq2	beta	ND	GSM2157903	beta_ND_GSM2157903
SmartSeq2	beta	ND	GSM2157904	beta_ND_GSM2157904
SmartSeq2	beta	ND	GSM2157905	beta_ND_GSM2157905
SmartSeq2	beta	ND	GSM2157906	beta_ND_GSM2157906
SmartSeq2	beta	ND	GSM2157907	beta_ND_GSM2157907
SmartSeq2	beta	ND	GSM2157908	beta_ND_GSM2157908
SmartSeq2	beta	ND	GSM2157909	beta_ND_GSM2157909
SmartSeq2	beta	ND	GSM2157910	beta_ND_GSM2157910
SmartSeq2	beta	ND	GSM2157911	beta_ND_GSM2157911
SmartSeq2	beta	ND	GSM2157912	beta_ND_GSM2157912
SmartSeq2	beta	ND	GSM2157913	beta_ND_GSM2157913
SmartSeq2	beta	ND	GSM2157914	beta_ND_GSM2157914
SmartSeq2	beta	ND	GSM2157915	beta_ND_GSM2157915
SmartSeq2	beta	ND	GSM2157916	beta_ND_GSM2157916
SmartSeq2	beta	ND	GSM2157917	beta_ND_GSM2157917
SmartSeq2	beta	ND	GSM2157918	beta_ND_GSM2157918
SmartSeq2	beta	ND	GSM2157919	beta_ND_GSM2157919
SmartSeq2	beta	ND	GSM2157920	beta_ND_GSM2157920
SmartSeq2	beta	ND	GSM2157921	beta_ND_GSM2157921
SmartSeq2	beta	ND	GSM2157922	beta_ND_GSM2157922
SmartSeq2	beta	ND	GSM2157923	beta_ND_GSM2157923
SmartSeq2	beta	ND	GSM2157924	beta_ND_GSM2157924
SmartSeq2	beta	ND	GSM2157925	beta_ND_GSM2157925
SmartSeq2	beta	ND	GSM2157926	beta_ND_GSM2157926
SmartSeq2	beta	ND	GSM2157927	beta_ND_GSM2157927
SmartSeq2	beta	ND	GSM2157928	beta_ND_GSM2157928
SmartSeq2	beta	ND	GSM2157929	beta_ND_GSM2157929
SmartSeq2	beta	ND	GSM2157930	beta_ND_GSM2157930
SmartSeq2	beta	ND	GSM2157931	beta_ND_GSM2157931
SmartSeq2	beta	ND	GSM2157932	beta_ND_GSM2157932
SmartSeq2	beta	ND	GSM2157933	beta_ND_GSM2157933
SmartSeq2	beta	ND	GSM2157934	beta_ND_GSM2157934
SmartSeq2	beta	ND	GSM2157935	beta_ND_GSM2157935
SmartSeq2	beta	ND	GSM2157936	beta_ND_GSM2157936
SmartSeq2	beta	ND	GSM2157937	beta_ND_GSM2157937
SmartSeq2	beta	ND	GSM2157938	beta_ND_GSM2157938
SmartSeq2	beta	ND	GSM2157939	beta_ND_GSM2157939
SmartSeq2	beta	ND	GSM2157940	beta_ND_GSM2157940
SmartSeq2	beta	ND	GSM2157941	beta_ND_GSM2157941
SmartSeq2	beta	ND	GSM2157942	beta_ND_GSM2157942
SmartSeq2	beta	ND	GSM2157943	beta_ND_GSM2157943
SmartSeq2	beta	ND	GSM2157944	beta_ND_GSM2157944
SmartSeq2	beta	ND	GSM2157945	beta_ND_GSM2157945
SmartSeq2	beta	ND	GSM2157946	beta_ND_GSM2157946
SmartSeq2	beta	ND	GSM2157947	beta_ND_GSM2157947
SmartSeq2	beta	ND	GSM2157948	beta_ND_GSM2157948
SmartSeq2	beta	ND	GSM2157949	beta_ND_GSM2157949
SmartSeq2	beta	ND	GSM2157950	beta_ND_GSM2157950
SmartSeq2	beta	ND	GSM2157951	beta_ND_GSM2157951
SmartSeq2	beta	ND	GSM2157952	beta_ND_GSM2157952
SmartSeq2	beta	ND	GSM2157953	beta_ND_GSM2157953
SmartSeq2	beta	ND	GSM2157954	beta_ND_GSM2157954
SmartSeq2	beta	ND	GSM2157955	beta_ND_GSM2157955
SmartSeq2	beta	ND	GSM2157956	beta_ND_GSM2157956
SmartSeq2	beta	ND	GSM2157957	beta_ND_GSM2157957
SmartSeq2	beta	ND	GSM2157958	beta_ND_GSM2157958
SmartSeq2	beta	ND	GSM2157959	beta_ND_GSM2157959
SmartSeq2	beta	ND	GSM2157960	beta_ND_GSM2157960
SmartSeq2	beta	ND	GSM2157961	beta_ND_GSM2157961
SmartSeq2	beta	ND	GSM2157962	beta_ND_GSM2157962
SmartSeq2	beta	ND	GSM2157963	beta_ND_GSM2157963
SmartSeq2	beta	ND	GSM2157964	beta_ND_GSM2157964
SmartSeq2	beta	ND	GSM2157965	beta_ND_GSM2157965
SmartSeq2	beta	ND	GSM2157966	beta_ND_GSM2157966
SmartSeq2	beta	ND	GSM2157967	beta_ND_GSM2157967
SmartSeq2	beta	ND	GSM2157968	beta_ND_GSM2157968
SmartSeq2	beta	ND	GSM2157969	beta_ND_GSM2157969
SmartSeq2	beta	ND	GSM2157970	beta_ND_GSM2157970
SmartSeq2	beta	ND	GSM2157971	beta_ND_GSM2157971
SmartSeq2	beta	ND	GSM2157972	beta_ND_GSM2157972
SmartSeq2	beta	ND	GSM2157973	beta_ND_GSM2157973
SmartSeq2	beta	ND	GSM2157974	beta_ND_GSM2157974
SmartSeq2	beta	ND	GSM2157975	beta_ND_GSM2157975
SmartSeq2	beta	ND	GSM2157976	beta_ND_GSM2157976
SmartSeq2	beta	ND	GSM2157977	beta_ND_GSM2157977
SmartSeq2	beta	ND	GSM2157978	beta_ND_GSM2157978
SmartSeq2	beta	ND	GSM2157979	beta_ND_GSM2157979
SmartSeq2	beta	ND	GSM2157980	beta_ND_GSM2157980
SmartSeq2	beta	ND	GSM2157981	beta_ND_GSM2157981
SmartSeq2	beta	ND	GSM2157982	beta_ND_GSM2157982
SmartSeq2	beta	ND	GSM2157983	beta_ND_GSM2157983
SmartSeq2	beta	ND	GSM2157984	beta_ND_GSM2157984
SmartSeq2	beta	ND	GSM2157985	beta_ND_GSM2157985
SmartSeq2	beta	ND	GSM2157986	beta_ND_GSM2157986
SmartSeq2	beta	ND	GSM2157987	beta_ND_GSM2157987
SmartSeq2	beta	ND	GSM2157988	beta_ND_GSM2157988
SmartSeq2	beta	ND	GSM2157989	beta_ND_GSM2157989
SmartSeq2	beta	ND	GSM2157990	beta_ND_GSM2157990
SmartSeq2	beta	ND	GSM2157991	beta_ND_GSM2157991
SmartSeq2	beta	ND	GSM2157992	beta_ND_GSM2157992
SmartSeq2	beta	ND	GSM2157993	beta_ND_GSM2157993
SmartSeq2	beta	ND	GSM2157994	beta_ND_GSM2157994
SmartSeq2	beta	ND	GSM2157995	beta_ND_GSM2157995
SmartSeq2	beta	ND	GSM2157996	beta_ND_GSM2157996
SmartSeq2	beta	ND	GSM2157997	beta_ND_GSM2157997
SmartSeq2	beta	ND	GSM2157998	beta_ND_GSM2157998
SmartSeq2	beta	ND	GSM2157999	beta_ND_GSM2157999
SmartSeq2	beta	ND	GSM2158000	beta_ND_GSM2158000
SmartSeq2	beta	ND	GSM2158001	beta_ND_GSM2158001
SmartSeq2	beta	ND	GSM2158002	beta_ND_GSM2158002
SmartSeq2	beta	ND	GSM2158003	beta_ND_GSM2158003
SmartSeq2	beta	ND	GSM2158004	beta_ND_GSM2158004
SmartSeq2	beta	ND	GSM2158005	beta_ND_GSM2158005
SmartSeq2	beta	ND	GSM2158006	beta_ND_GSM2158006
SmartSeq2	beta	ND	GSM2158007	beta_ND_GSM2158007
SmartSeq2	beta	ND	GSM2158008	beta_ND_GSM2158008
SmartSeq2	beta	ND	GSM2158009	beta_ND_GSM2158009
SmartSeq2	beta	ND	GSM2158010	beta_ND_GSM2158010
SmartSeq2	beta	ND	GSM2158011	beta_ND_GSM2158011
SmartSeq2	beta	ND	GSM2158012	beta_ND_GSM2158012
SmartSeq2	beta	ND	GSM2158013	beta_ND_GSM2158013
SmartSeq2	beta	ND	GSM2158014	beta_ND_GSM2158014
SmartSeq2	beta	ND	GSM2158015	beta_ND_GSM2158015
SmartSeq2	beta	ND	GSM2158016	beta_ND_GSM2158016
SmartSeq2	beta	ND	GSM2158017	beta_ND_GSM2158017
SmartSeq2	beta	ND	GSM2158018	beta_ND_GSM2158018
SmartSeq2	beta	ND	GSM2158019	beta_ND_GSM2158019
SmartSeq2	beta	ND	GSM2158020	beta_ND_GSM2158020
SmartSeq2	beta	ND	GSM2158021	beta_ND_GSM2158021
SmartSeq2	beta	ND	GSM2158022	beta_ND_GSM2158022
SmartSeq2	beta	ND	GSM2158023	beta_ND_GSM2158023
SmartSeq2	beta	ND	GSM2158024	beta_ND_GSM2158024
SmartSeq2	beta	ND	GSM2158025	beta_ND_GSM2158025
SmartSeq2	beta	ND	GSM2158026	beta_ND_GSM2158026
SmartSeq2	beta	ND	GSM2158027	beta_ND_GSM2158027
SmartSeq2	beta	ND	GSM2158028	beta_ND_GSM2158028
SmartSeq2	beta	ND	GSM2158029	beta_ND_GSM2158029
SmartSeq2	beta	ND	GSM2158030	beta_ND_GSM2158030
SmartSeq2	beta	ND	GSM2158031	beta_ND_GSM2158031
SmartSeq2	beta	ND	GSM2158032	beta_ND_GSM2158032
SmartSeq2	beta	ND	GSM2158033	beta_ND_GSM2158033
SmartSeq2	beta	ND	GSM2158034	beta_ND_GSM2158034
SmartSeq2	beta	ND	GSM2158035	beta_ND_GSM2158035
SmartSeq2	beta	ND	GSM2158036	beta_ND_GSM2158036
SmartSeq2	beta	ND	GSM2158037	beta_ND_GSM2158037
SmartSeq2	beta	ND	GSM2158038	beta_ND_GSM2158038
SmartSeq2	beta	ND	GSM2158039	beta_ND_GSM2158039
SmartSeq2	beta	ND	GSM2158040	beta_ND_GSM2158040
SmartSeq2	beta	ND	GSM2158041	beta_ND_GSM2158041
SmartSeq2	beta	ND	GSM2158042	beta_ND_GSM2158042
SmartSeq2	beta	ND	GSM2158043	beta_ND_GSM2158043
SmartSeq2	beta	ND	GSM2158044	beta_ND_GSM2158044
SmartSeq2	beta	ND	GSM2158045	beta_ND_GSM2158045
SmartSeq2	beta	ND	GSM2158046	beta_ND_GSM2158046
SmartSeq2	beta	ND	GSM2158047	beta_ND_GSM2158047
SmartSeq2	beta	ND	GSM2158048	beta_ND_GSM2158048
SmartSeq2	beta	ND	GSM2158049	beta_ND_GSM2158049
SmartSeq2	beta	ND	GSM2158050	beta_ND_GSM2158050
SmartSeq2	beta	ND	GSM2158051	beta_ND_GSM2158051
SmartSeq2	beta	ND	GSM2158052	beta_ND_GSM2158052
SmartSeq2	beta	ND	GSM2158053	beta_ND_GSM2158053
SmartSeq2	beta	ND	GSM2158054	beta_ND_GSM2158054
SmartSeq2	beta	ND	GSM2158055	beta_ND_GSM2158055
SmartSeq2	beta	ND	GSM2158056	beta_ND_GSM2158056
SmartSeq2	beta	ND	GSM2158057	beta_ND_GSM2158057
SmartSeq2	beta	ND	GSM2158058	beta_ND_GSM2158058
SmartSeq2	beta	ND	GSM2158059	beta_ND_GSM2158059
SmartSeq2	beta	ND	GSM2158060	beta_ND_GSM2158060
SmartSeq2	beta	ND	GSM2158061	beta_ND_GSM2158061
SmartSeq2	beta	ND	GSM2158062	beta_ND_GSM2158062
SmartSeq2	beta	ND	GSM2158063	beta_ND_GSM2158063
SmartSeq2	beta	ND	GSM2158064	beta_ND_GSM2158064
SmartSeq2	beta	ND	GSM2158065	beta_ND_GSM2158065
SmartSeq2	beta	ND	GSM2158066	beta_ND_GSM2158066
SmartSeq2	beta	ND	GSM2158067	beta_ND_GSM2158067
SmartSeq2	beta	ND	GSM2158068	beta_ND_GSM2158068
SmartSeq2	beta	ND	GSM2158069	beta_ND_GSM2158069
SmartSeq2	beta	ND	GSM2158070	beta_ND_GSM2158070
SmartSeq2	beta	ND	GSM2158072	beta_ND_GSM2158072
SmartSeq2	beta	ND	GSM2158073	beta_ND_GSM2158073
SmartSeq2	beta	ND	GSM2158074	beta_ND_GSM2158074
SmartSeq2	beta	ND	GSM2158075	beta_ND_GSM2158075
SmartSeq2	beta	ND	GSM2158076	beta_ND_GSM2158076
SmartSeq2	beta	ND	GSM2158077	beta_ND_GSM2158077
SmartSeq2	beta	ND	GSM2158078	beta_ND_GSM2158078
SmartSeq2	beta	ND	GSM2158079	beta_ND_GSM2158079
SmartSeq2	beta	ND	GSM2158080	beta_ND_GSM2158080
SmartSeq2	beta	ND	GSM2158081	beta_ND_GSM2158081
SmartSeq2	beta	ND	GSM2158082	beta_ND_GSM2158082
SmartSeq2	beta	ND	GSM2158083	beta_ND_GSM2158083
SmartSeq2	beta	ND	GSM2158084	beta_ND_GSM2158084
SmartSeq2	beta	ND	GSM2158085	beta_ND_GSM2158085
SmartSeq2	beta	ND	GSM2158086	beta_ND_GSM2158086
SmartSeq2	beta	ND	GSM2158087	beta_ND_GSM2158087
SmartSeq2	beta	ND	GSM2158088	beta_ND_GSM2158088
SmartSeq2	beta	ND	GSM2158089	beta_ND_GSM2158089
SmartSeq2	beta	ND	GSM2158090	beta_ND_GSM2158090
SmartSeq2	beta	ND	GSM2158091	beta_ND_GSM2158091
SmartSeq2	beta	ND	GSM2158092	beta_ND_GSM2158092
SmartSeq2	beta	ND	GSM2158093	beta_ND_GSM2158093
SmartSeq2	beta	ND	GSM2158094	beta_ND_GSM2158094
SmartSeq2	beta	ND	GSM2158095	beta_ND_GSM2158095
SmartSeq2	beta	ND	GSM2158096	beta_ND_GSM2158096
SmartSeq2	beta	ND	GSM2158097	beta_ND_GSM2158097
SmartSeq2	beta	ND	GSM2158098	beta_ND_GSM2158098
SmartSeq2	beta	ND	GSM2158099	beta_ND_GSM2158099
SmartSeq2	beta	ND	GSM2158100	beta_ND_GSM2158100
SmartSeq2	beta	ND	GSM2158101	beta_ND_GSM2158101
SmartSeq2	beta	ND	GSM2158102	beta_ND_GSM2158102
SmartSeq2	beta	ND	GSM2158103	beta_ND_GSM2158103
SmartSeq2	beta	ND	GSM2158104	beta_ND_GSM2158104
SmartSeq2	beta	ND	GSM2158105	beta_ND_GSM2158105
SmartSeq2	beta	T2D	GSM2158550	beta_T2D_GSM2158550
SmartSeq2	beta	T2D	GSM2158551	beta_T2D_GSM2158551
SmartSeq2	beta	T2D	GSM2158552	beta_T2D_GSM2158552
SmartSeq2	beta	T2D	GSM2158553	beta_T2D_GSM2158553
SmartSeq2	beta	T2D	GSM2158554	beta_T2D_GSM2158554
SmartSeq2	beta	T2D	GSM2158555	beta_T2D_GSM2158555
SmartSeq2	beta	T2D	GSM2158556	beta_T2D_GSM2158556
SmartSeq2	beta	T2D	GSM2158557	beta_T2D_GSM2158557
SmartSeq2	beta	T2D	GSM2158558	beta_T2D_GSM2158558
SmartSeq2	beta	T2D	GSM2158559	beta_T2D_GSM2158559
SmartSeq2	beta	T2D	GSM2158560	beta_T2D_GSM2158560
SmartSeq2	beta	T2D	GSM2158561	beta_T2D_GSM2158561
SmartSeq2	beta	T2D	GSM2158562	beta_T2D_GSM2158562
SmartSeq2	beta	T2D	GSM2158563	beta_T2D_GSM2158563
SmartSeq2	beta	T2D	GSM2158564	beta_T2D_GSM2158564
SmartSeq2	beta	T2D	GSM2158565	beta_T2D_GSM2158565
SmartSeq2	beta	T2D	GSM2158566	beta_T2D_GSM2158566
SmartSeq2	beta	T2D	GSM2158567	beta_T2D_GSM2158567
SmartSeq2	beta	T2D	GSM2158568	beta_T2D_GSM2158568
SmartSeq2	beta	T2D	GSM2158569	beta_T2D_GSM2158569
SmartSeq2	beta	T2D	GSM2158570	beta_T2D_GSM2158570
SmartSeq2	beta	T2D	GSM2158571	beta_T2D_GSM2158571
SmartSeq2	beta	T2D	GSM2158572	beta_T2D_GSM2158572
SmartSeq2	beta	T2D	GSM2158573	beta_T2D_GSM2158573
SmartSeq2	beta	T2D	GSM2158574	beta_T2D_GSM2158574
SmartSeq2	beta	T2D	GSM2158575	beta_T2D_GSM2158575
SmartSeq2	beta	T2D	GSM2158576	beta_T2D_GSM2158576
SmartSeq2	beta	T2D	GSM2158577	beta_T2D_GSM2158577
SmartSeq2	beta	T2D	GSM2158578	beta_T2D_GSM2158578
SmartSeq2	beta	T2D	GSM2158579	beta_T2D_GSM2158579
SmartSeq2	beta	T2D	GSM2158580	beta_T2D_GSM2158580
SmartSeq2	beta	T2D	GSM2158581	beta_T2D_GSM2158581
SmartSeq2	beta	T2D	GSM2158582	beta_T2D_GSM2158582
