Protocol	CellType	Disease	SRAID	Sample
SmartSeq2	beta	T2D	GSM2158583	beta_T2D_GSM2158583
SmartSeq2	beta	T2D	GSM2158584	beta_T2D_GSM2158584
SmartSeq2	beta	T2D	GSM2158585	beta_T2D_GSM2158585
SmartSeq2	beta	T2D	GSM2158586	beta_T2D_GSM2158586
SmartSeq2	beta	T2D	GSM2158587	beta_T2D_GSM2158587
SmartSeq2	beta	T2D	GSM2158588	beta_T2D_GSM2158588
SmartSeq2	beta	T2D	GSM2158589	beta_T2D_GSM2158589
SmartSeq2	beta	T2D	GSM2158590	beta_T2D_GSM2158590
SmartSeq2	beta	T2D	GSM2158591	beta_T2D_GSM2158591
SmartSeq2	beta	T2D	GSM2158592	beta_T2D_GSM2158592
SmartSeq2	beta	T2D	GSM2158593	beta_T2D_GSM2158593
SmartSeq2	beta	T2D	GSM2158594	beta_T2D_GSM2158594
SmartSeq2	beta	T2D	GSM2158595	beta_T2D_GSM2158595
SmartSeq2	beta	T2D	GSM2158596	beta_T2D_GSM2158596
SmartSeq2	beta	T2D	GSM2158597	beta_T2D_GSM2158597
SmartSeq2	beta	T2D	GSM2158598	beta_T2D_GSM2158598
SmartSeq2	beta	T2D	GSM2158599	beta_T2D_GSM2158599
SmartSeq2	beta	T2D	GSM2158600	beta_T2D_GSM2158600
SmartSeq2	beta	T2D	GSM2158601	beta_T2D_GSM2158601
SmartSeq2	beta	T2D	GSM2158602	beta_T2D_GSM2158602
SmartSeq2	beta	T2D	GSM2158603	beta_T2D_GSM2158603
SmartSeq2	beta	T2D	GSM2158604	beta_T2D_GSM2158604
SmartSeq2	beta	T2D	GSM2158605	beta_T2D_GSM2158605
SmartSeq2	beta	T2D	GSM2158606	beta_T2D_GSM2158606
SmartSeq2	beta	T2D	GSM2158607	beta_T2D_GSM2158607
SmartSeq2	beta	T2D	GSM2158608	beta_T2D_GSM2158608
SmartSeq2	beta	T2D	GSM2158609	beta_T2D_GSM2158609
SmartSeq2	beta	T2D	GSM2158610	beta_T2D_GSM2158610
SmartSeq2	beta	T2D	GSM2158611	beta_T2D_GSM2158611
SmartSeq2	beta	T2D	GSM2158612	beta_T2D_GSM2158612
SmartSeq2	beta	T2D	GSM2158613	beta_T2D_GSM2158613
SmartSeq2	beta	T2D	GSM2158614	beta_T2D_GSM2158614
SmartSeq2	beta	T2D	GSM2158615	beta_T2D_GSM2158615
SmartSeq2	beta	T2D	GSM2158616	beta_T2D_GSM2158616
SmartSeq2	beta	T2D	GSM2158617	beta_T2D_GSM2158617
SmartSeq2	beta	T2D	GSM2158618	beta_T2D_GSM2158618
SmartSeq2	beta	T2D	GSM2158619	beta_T2D_GSM2158619
SmartSeq2	beta	T2D	GSM2158620	beta_T2D_GSM2158620
SmartSeq2	beta	T2D	GSM2158621	beta_T2D_GSM2158621
SmartSeq2	beta	T2D	GSM2158622	beta_T2D_GSM2158622
SmartSeq2	beta	T2D	GSM2158623	beta_T2D_GSM2158623
SmartSeq2	beta	T2D	GSM2158624	beta_T2D_GSM2158624
SmartSeq2	beta	T2D	GSM2158625	beta_T2D_GSM2158625
SmartSeq2	beta	T2D	GSM2158626	beta_T2D_GSM2158626
SmartSeq2	beta	T2D	GSM2158627	beta_T2D_GSM2158627
SmartSeq2	beta	T2D	GSM2158628	beta_T2D_GSM2158628
SmartSeq2	beta	T2D	GSM2158629	beta_T2D_GSM2158629
SmartSeq2	beta	T2D	GSM2158630	beta_T2D_GSM2158630
SmartSeq2	beta	T2D	GSM2158631	beta_T2D_GSM2158631
SmartSeq2	beta	T2D	GSM2158632	beta_T2D_GSM2158632
SmartSeq2	beta	T2D	GSM2158633	beta_T2D_GSM2158633
SmartSeq2	beta	T2D	GSM2158634	beta_T2D_GSM2158634
SmartSeq2	beta	T2D	GSM2158635	beta_T2D_GSM2158635
SmartSeq2	beta	T2D	GSM2158636	beta_T2D_GSM2158636
SmartSeq2	beta	T2D	GSM2158637	beta_T2D_GSM2158637
SmartSeq2	beta	T2D	GSM2158638	beta_T2D_GSM2158638
SmartSeq2	beta	T2D	GSM2158639	beta_T2D_GSM2158639
SmartSeq2	beta	T2D	GSM2158640	beta_T2D_GSM2158640
SmartSeq2	beta	T2D	GSM2158641	beta_T2D_GSM2158641
SmartSeq2	beta	T2D	GSM2158642	beta_T2D_GSM2158642
SmartSeq2	beta	T2D	GSM2158643	beta_T2D_GSM2158643
SmartSeq2	beta	T2D	GSM2158644	beta_T2D_GSM2158644
SmartSeq2	beta	T2D	GSM2158645	beta_T2D_GSM2158645
SmartSeq2	beta	T2D	GSM2158646	beta_T2D_GSM2158646
SmartSeq2	beta	T2D	GSM2158647	beta_T2D_GSM2158647
SmartSeq2	beta	T2D	GSM2158648	beta_T2D_GSM2158648
SmartSeq2	beta	T2D	GSM2158649	beta_T2D_GSM2158649
SmartSeq2	beta	T2D	GSM2158650	beta_T2D_GSM2158650
SmartSeq2	beta	T2D	GSM2158651	beta_T2D_GSM2158651
SmartSeq2	beta	T2D	GSM2158652	beta_T2D_GSM2158652
SmartSeq2	beta	T2D	GSM2158653	beta_T2D_GSM2158653
SmartSeq2	beta	T2D	GSM2158654	beta_T2D_GSM2158654
SmartSeq2	beta	T2D	GSM2158655	beta_T2D_GSM2158655
SmartSeq2	beta	T2D	GSM2158656	beta_T2D_GSM2158656
SmartSeq2	beta	T2D	GSM2158657	beta_T2D_GSM2158657
SmartSeq2	beta	T2D	GSM2158658	beta_T2D_GSM2158658
SmartSeq2	beta	T2D	GSM2158659	beta_T2D_GSM2158659
SmartSeq2	beta	T2D	GSM2158660	beta_T2D_GSM2158660
SmartSeq2	beta	T2D	GSM2158661	beta_T2D_GSM2158661
SmartSeq2	beta	T2D	GSM2158662	beta_T2D_GSM2158662
SmartSeq2	beta	T2D	GSM2158663	beta_T2D_GSM2158663
SmartSeq2	beta	T2D	GSM2158664	beta_T2D_GSM2158664
SmartSeq2	beta	T2D	GSM2158665	beta_T2D_GSM2158665
SmartSeq2	beta	T2D	GSM2158666	beta_T2D_GSM2158666
SmartSeq2	beta	T2D	GSM2158667	beta_T2D_GSM2158667
SmartSeq2	beta	T2D	GSM2158668	beta_T2D_GSM2158668
SmartSeq2	beta	T2D	GSM2158669	beta_T2D_GSM2158669
SmartSeq2	beta	T2D	GSM2158670	beta_T2D_GSM2158670
SmartSeq2	beta	T2D	GSM2158671	beta_T2D_GSM2158671
SmartSeq2	beta	T2D	GSM2158672	beta_T2D_GSM2158672
SmartSeq2	beta	T2D	GSM2158673	beta_T2D_GSM2158673
SmartSeq2	beta	T2D	GSM2158674	beta_T2D_GSM2158674
SmartSeq2	beta	T2D	GSM2158675	beta_T2D_GSM2158675
SmartSeq2	beta	T2D	GSM2158676	beta_T2D_GSM2158676
SmartSeq2	beta	T2D	GSM2158677	beta_T2D_GSM2158677
SmartSeq2	beta	T2D	GSM2158678	beta_T2D_GSM2158678
SmartSeq2	beta	T2D	GSM2158679	beta_T2D_GSM2158679
SmartSeq2	beta	T2D	GSM2158680	beta_T2D_GSM2158680
SmartSeq2	beta	T2D	GSM2158681	beta_T2D_GSM2158681
SmartSeq2	beta	T2D	GSM2158682	beta_T2D_GSM2158682
SmartSeq2	beta	T2D	GSM2158683	beta_T2D_GSM2158683
SmartSeq2	beta	T2D	GSM2158684	beta_T2D_GSM2158684
SmartSeq2	beta	T2D	GSM2158685	beta_T2D_GSM2158685
SmartSeq2	beta	T2D	GSM2158686	beta_T2D_GSM2158686
SmartSeq2	beta	T2D	GSM2158687	beta_T2D_GSM2158687
SmartSeq2	beta	T2D	GSM2158688	beta_T2D_GSM2158688
SmartSeq2	beta	T2D	GSM2158689	beta_T2D_GSM2158689
SmartSeq2	beta	T2D	GSM2158690	beta_T2D_GSM2158690
SmartSeq2	beta	T2D	GSM2158691	beta_T2D_GSM2158691
SmartSeq2	beta	T2D	GSM2158692	beta_T2D_GSM2158692
SmartSeq2	beta	T2D	GSM2158693	beta_T2D_GSM2158693
SmartSeq2	beta	T2D	GSM2158694	beta_T2D_GSM2158694
SmartSeq2	beta	T2D	GSM2158695	beta_T2D_GSM2158695
SmartSeq2	beta	T2D	GSM2158696	beta_T2D_GSM2158696
SmartSeq2	beta	T2D	GSM2158697	beta_T2D_GSM2158697
SmartSeq2	beta	T2D	GSM2158698	beta_T2D_GSM2158698
SmartSeq2	beta	T2D	GSM2158699	beta_T2D_GSM2158699
SmartSeq2	beta	T2D	GSM2158700	beta_T2D_GSM2158700
SmartSeq2	beta	T2D	GSM2158701	beta_T2D_GSM2158701
SmartSeq2	beta	T2D	GSM2158702	beta_T2D_GSM2158702
SmartSeq2	beta	T2D	GSM2158703	beta_T2D_GSM2158703
SmartSeq2	beta	T2D	GSM2158704	beta_T2D_GSM2158704
SmartSeq2	beta	T2D	GSM2158705	beta_T2D_GSM2158705
SmartSeq2	beta	T2D	GSM2158706	beta_T2D_GSM2158706
SmartSeq2	beta	T2D	GSM2158707	beta_T2D_GSM2158707
SmartSeq2	beta	T2D	GSM2158708	beta_T2D_GSM2158708
SmartSeq2	beta	T2D	GSM2158709	beta_T2D_GSM2158709
SmartSeq2	beta	T2D	GSM2158710	beta_T2D_GSM2158710
SmartSeq2	beta	T2D	GSM2158711	beta_T2D_GSM2158711
SmartSeq2	beta	T2D	GSM2158712	beta_T2D_GSM2158712
SmartSeq2	beta	T2D	GSM2158713	beta_T2D_GSM2158713
SmartSeq2	beta	T2D	GSM2158714	beta_T2D_GSM2158714
SmartSeq2	beta	T2D	GSM2158715	beta_T2D_GSM2158715
SmartSeq2	beta	T2D	GSM2158716	beta_T2D_GSM2158716
SmartSeq2	beta	T2D	GSM2158717	beta_T2D_GSM2158717
SmartSeq2	beta	T2D	GSM2158718	beta_T2D_GSM2158718
SmartSeq2	beta	T2D	GSM2158719	beta_T2D_GSM2158719
SmartSeq2	beta	T2D	GSM2158720	beta_T2D_GSM2158720
SmartSeq2	beta	T2D	GSM2158721	beta_T2D_GSM2158721
SmartSeq2	beta	T2D	GSM2158722	beta_T2D_GSM2158722
SmartSeq2	beta	T2D	GSM2158723	beta_T2D_GSM2158723
SmartSeq2	beta	T2D	GSM2158724	beta_T2D_GSM2158724
SmartSeq2	beta	T2D	GSM2158725	beta_T2D_GSM2158725
SmartSeq2	beta	T2D	GSM2158726	beta_T2D_GSM2158726
SmartSeq2	beta	T2D	GSM2158727	beta_T2D_GSM2158727
SmartSeq2	beta	T2D	GSM2158728	beta_T2D_GSM2158728
SmartSeq2	beta	T2D	GSM2158729	beta_T2D_GSM2158729
SmartSeq2	beta	T2D	GSM2158730	beta_T2D_GSM2158730
SmartSeq2	beta	T2D	GSM2158731	beta_T2D_GSM2158731
SmartSeq2	beta	T2D	GSM2158732	beta_T2D_GSM2158732
SmartSeq2	beta	T2D	GSM2158733	beta_T2D_GSM2158733
SmartSeq2	beta	T2D	GSM2158734	beta_T2D_GSM2158734
SmartSeq2	beta	T2D	GSM2158735	beta_T2D_GSM2158735
SmartSeq2	beta	T2D	GSM2158736	beta_T2D_GSM2158736
SmartSeq2	beta	T2D	GSM2158737	beta_T2D_GSM2158737
SmartSeq2	beta	T2D	GSM2158738	beta_T2D_GSM2158738
SmartSeq2	beta	T2D	GSM2158739	beta_T2D_GSM2158739
SmartSeq2	beta	T2D	GSM2158740	beta_T2D_GSM2158740
SmartSeq2	beta	T2D	GSM2158741	beta_T2D_GSM2158741
SmartSeq2	beta	T2D	GSM2158742	beta_T2D_GSM2158742
SmartSeq2	beta	T2D	GSM2158743	beta_T2D_GSM2158743
SmartSeq2	beta	T2D	GSM2158744	beta_T2D_GSM2158744
SmartSeq2	beta	T2D	GSM2158745	beta_T2D_GSM2158745
SmartSeq2	beta	T2D	GSM2158746	beta_T2D_GSM2158746
SmartSeq2	beta	T2D	GSM2158747	beta_T2D_GSM2158747
SmartSeq2	beta	T2D	GSM2158748	beta_T2D_GSM2158748
SmartSeq2	beta	T2D	GSM2158749	beta_T2D_GSM2158749
SmartSeq2	beta	T2D	GSM2158750	beta_T2D_GSM2158750
SmartSeq2	beta	T2D	GSM2158751	beta_T2D_GSM2158751
SmartSeq2	beta	T2D	GSM2158752	beta_T2D_GSM2158752
SmartSeq2	beta	T2D	GSM2158753	beta_T2D_GSM2158753
SmartSeq2	beta	T2D	GSM2158754	beta_T2D_GSM2158754
SmartSeq2	beta	T2D	GSM2158755	beta_T2D_GSM2158755
SmartSeq2	beta	T2D	GSM2158756	beta_T2D_GSM2158756
SmartSeq2	beta	T2D	GSM2158757	beta_T2D_GSM2158757
SmartSeq2	beta	T2D	GSM2158758	beta_T2D_GSM2158758
SmartSeq2	beta	T2D	GSM2158759	beta_T2D_GSM2158759
SmartSeq2	beta	T2D	GSM2158760	beta_T2D_GSM2158760
SmartSeq2	beta	T2D	GSM2158761	beta_T2D_GSM2158761
SmartSeq2	beta	T2D	GSM2158762	beta_T2D_GSM2158762
SmartSeq2	beta	T2D	GSM2158763	beta_T2D_GSM2158763
SmartSeq2	beta	T2D	GSM2158764	beta_T2D_GSM2158764
SmartSeq2	beta	T2D	GSM2158765	beta_T2D_GSM2158765
SmartSeq2	beta	T2D	GSM2158766	beta_T2D_GSM2158766
SmartSeq2	beta	T2D	GSM2158767	beta_T2D_GSM2158767
SmartSeq2	beta	T2D	GSM2158768	beta_T2D_GSM2158768
SmartSeq2	beta	T2D	GSM2158769	beta_T2D_GSM2158769
SmartSeq2	beta	T2D	GSM2158770	beta_T2D_GSM2158770
SmartSeq2	beta	T2D	GSM2158771	beta_T2D_GSM2158771
SmartSeq2	beta	T2D	GSM2158772	beta_T2D_GSM2158772
SmartSeq2	beta	T2D	GSM2158773	beta_T2D_GSM2158773
SmartSeq2	beta	T2D	GSM2158774	beta_T2D_GSM2158774
SmartSeq2	beta	T2D	GSM2158775	beta_T2D_GSM2158775
SmartSeq2	beta	T2D	GSM2158776	beta_T2D_GSM2158776
SmartSeq2	beta	T2D	GSM2158777	beta_T2D_GSM2158777
SmartSeq2	beta	T2D	GSM2158778	beta_T2D_GSM2158778
SmartSeq2	beta	T2D	GSM2158779	beta_T2D_GSM2158779
SmartSeq2	beta	T2D	GSM2158780	beta_T2D_GSM2158780
SmartSeq2	beta	T2D	GSM2158781	beta_T2D_GSM2158781
SmartSeq2	beta	T2D	GSM2158782	beta_T2D_GSM2158782
SmartSeq2	beta	T2D	GSM2158783	beta_T2D_GSM2158783
SmartSeq2	beta	T2D	GSM2158784	beta_T2D_GSM2158784
SmartSeq2	beta	T2D	GSM2158785	beta_T2D_GSM2158785
SmartSeq2	beta	T2D	GSM2158786	beta_T2D_GSM2158786
SmartSeq2	beta	T2D	GSM2158787	beta_T2D_GSM2158787
SmartSeq2	beta	T2D	GSM2158788	beta_T2D_GSM2158788
SmartSeq2	beta	T2D	GSM2158789	beta_T2D_GSM2158789
SmartSeq2	beta	T2D	GSM2158790	beta_T2D_GSM2158790
SmartSeq2	beta	T2D	GSM2158791	beta_T2D_GSM2158791
SmartSeq2	beta	T2D	GSM2158792	beta_T2D_GSM2158792
SmartSeq2	beta	T2D	GSM2158793	beta_T2D_GSM2158793
SmartSeq2	beta	T2D	GSM2158794	beta_T2D_GSM2158794
SmartSeq2	beta	T2D	GSM2158795	beta_T2D_GSM2158795
SmartSeq2	beta	T2D	GSM2158796	beta_T2D_GSM2158796
SmartSeq2	beta	T2D	GSM2158797	beta_T2D_GSM2158797
SmartSeq2	beta	T2D	GSM2158798	beta_T2D_GSM2158798
SmartSeq2	beta	T2D	GSM2158799	beta_T2D_GSM2158799
SmartSeq2	beta	T2D	GSM2158800	beta_T2D_GSM2158800
SmartSeq2	beta	T2D	GSM2158801	beta_T2D_GSM2158801
SmartSeq2	beta	T2D	GSM2158802	beta_T2D_GSM2158802
SmartSeq2	beta	T2D	GSM2158803	beta_T2D_GSM2158803
SmartSeq2	beta	T2D	GSM2158804	beta_T2D_GSM2158804
SmartSeq2	beta	T2D	GSM2158805	beta_T2D_GSM2158805
SmartSeq2	beta	T2D	GSM2158806	beta_T2D_GSM2158806
SmartSeq2	beta	T2D	GSM2158807	beta_T2D_GSM2158807
SmartSeq2	beta	T2D	GSM2158808	beta_T2D_GSM2158808
SmartSeq2	beta	T2D	GSM2158809	beta_T2D_GSM2158809
SmartSeq2	beta	T2D	GSM2158810	beta_T2D_GSM2158810
SmartSeq2	beta	T2D	GSM2158811	beta_T2D_GSM2158811
SmartSeq2	beta	T2D	GSM2158812	beta_T2D_GSM2158812
SmartSeq2	beta	T2D	GSM2158813	beta_T2D_GSM2158813
SmartSeq2	beta	T2D	GSM2158814	beta_T2D_GSM2158814
SmartSeq2	beta	T2D	GSM2158815	beta_T2D_GSM2158815
SmartSeq2	beta	T2D	GSM2158816	beta_T2D_GSM2158816
SmartSeq2	beta	T2D	GSM2158817	beta_T2D_GSM2158817
SmartSeq2	beta	T2D	GSM2158818	beta_T2D_GSM2158818
SmartSeq2	beta	T2D	GSM2158819	beta_T2D_GSM2158819
SmartSeq2	beta	T2D	GSM2158820	beta_T2D_GSM2158820
SmartSeq2	beta	T2D	GSM2158821	beta_T2D_GSM2158821
SmartSeq2	beta	T2D	GSM2158822	beta_T2D_GSM2158822
SmartSeq2	beta	T2D	GSM2158823	beta_T2D_GSM2158823
SmartSeq2	beta	T2D	GSM2158824	beta_T2D_GSM2158824
SmartSeq2	beta	T2D	GSM2158825	beta_T2D_GSM2158825
SmartSeq2	beta	T2D	GSM2158826	beta_T2D_GSM2158826
SmartSeq2	beta	T2D	GSM2158827	beta_T2D_GSM2158827
SmartSeq2	beta	T2D	GSM2158828	beta_T2D_GSM2158828
SmartSeq2	beta	T2D	GSM2158829	beta_T2D_GSM2158829
SmartSeq2	beta	T2D	GSM2158830	beta_T2D_GSM2158830
SmartSeq2	beta	T2D	GSM2158831	beta_T2D_GSM2158831
SmartSeq2	beta	T2D	GSM2158832	beta_T2D_GSM2158832
SmartSeq2	beta	T2D	GSM2158833	beta_T2D_GSM2158833
SmartSeq2	beta	T2D	GSM2158834	beta_T2D_GSM2158834
SmartSeq2	beta	T2D	GSM2158835	beta_T2D_GSM2158835
SmartSeq2	beta	T2D	GSM2158836	beta_T2D_GSM2158836
SmartSeq2	beta	T2D	GSM2158837	beta_T2D_GSM2158837
SmartSeq2	beta	T2D	GSM2158838	beta_T2D_GSM2158838
SmartSeq2	beta	T2D	GSM2158839	beta_T2D_GSM2158839
SmartSeq2	beta	T2D	GSM2158840	beta_T2D_GSM2158840
SmartSeq2	beta	T2D	GSM2158842	beta_T2D_GSM2158842
SmartSeq2	beta	T2D	GSM2158843	beta_T2D_GSM2158843
SmartSeq2	beta	T2D	GSM2158844	beta_T2D_GSM2158844
SmartSeq2	beta	T2D	GSM2158846	beta_T2D_GSM2158846
SmartSeq2	beta	T2D	GSM2158848	beta_T2D_GSM2158848
SmartSeq2	delta	ND	GSM2158483	delta_ND_GSM2158483
SmartSeq2	delta	ND	GSM2158484	delta_ND_GSM2158484
SmartSeq2	delta	ND	GSM2158485	delta_ND_GSM2158485
SmartSeq2	delta	ND	GSM2158486	delta_ND_GSM2158486
SmartSeq2	delta	ND	GSM2158487	delta_ND_GSM2158487
SmartSeq2	delta	ND	GSM2158488	delta_ND_GSM2158488
SmartSeq2	delta	ND	GSM2158489	delta_ND_GSM2158489
SmartSeq2	delta	ND	GSM2158490	delta_ND_GSM2158490
SmartSeq2	delta	ND	GSM2158491	delta_ND_GSM2158491
SmartSeq2	delta	ND	GSM2158492	delta_ND_GSM2158492
SmartSeq2	delta	ND	GSM2158493	delta_ND_GSM2158493
SmartSeq2	delta	ND	GSM2158494	delta_ND_GSM2158494
SmartSeq2	delta	ND	GSM2158495	delta_ND_GSM2158495
SmartSeq2	delta	ND	GSM2158496	delta_ND_GSM2158496
SmartSeq2	delta	ND	GSM2158497	delta_ND_GSM2158497
SmartSeq2	delta	ND	GSM2158498	delta_ND_GSM2158498
SmartSeq2	delta	ND	GSM2158499	delta_ND_GSM2158499
SmartSeq2	delta	ND	GSM2158500	delta_ND_GSM2158500
SmartSeq2	delta	ND	GSM2158501	delta_ND_GSM2158501
SmartSeq2	delta	ND	GSM2158502	delta_ND_GSM2158502
SmartSeq2	delta	ND	GSM2158503	delta_ND_GSM2158503
SmartSeq2	delta	ND	GSM2158504	delta_ND_GSM2158504
SmartSeq2	delta	ND	GSM2158505	delta_ND_GSM2158505
SmartSeq2	delta	ND	GSM2158506	delta_ND_GSM2158506
SmartSeq2	delta	ND	GSM2158507	delta_ND_GSM2158507
SmartSeq2	delta	ND	GSM2158508	delta_ND_GSM2158508
SmartSeq2	delta	ND	GSM2158509	delta_ND_GSM2158509
SmartSeq2	delta	ND	GSM2158510	delta_ND_GSM2158510
SmartSeq2	delta	T2D	GSM2159475	delta_T2D_GSM2159475
SmartSeq2	delta	T2D	GSM2159476	delta_T2D_GSM2159476
SmartSeq2	delta	T2D	GSM2159477	delta_T2D_GSM2159477
SmartSeq2	delta	T2D	GSM2159478	delta_T2D_GSM2159478
SmartSeq2	delta	T2D	GSM2159479	delta_T2D_GSM2159479
SmartSeq2	delta	T2D	GSM2159480	delta_T2D_GSM2159480
SmartSeq2	delta	T2D	GSM2159481	delta_T2D_GSM2159481
SmartSeq2	delta	T2D	GSM2159482	delta_T2D_GSM2159482
SmartSeq2	delta	T2D	GSM2159483	delta_T2D_GSM2159483
SmartSeq2	delta	T2D	GSM2159484	delta_T2D_GSM2159484
SmartSeq2	delta	T2D	GSM2159485	delta_T2D_GSM2159485
SmartSeq2	delta	T2D	GSM2159486	delta_T2D_GSM2159486
SmartSeq2	delta	T2D	GSM2159487	delta_T2D_GSM2159487
SmartSeq2	delta	T2D	GSM2159488	delta_T2D_GSM2159488
SmartSeq2	delta	T2D	GSM2159489	delta_T2D_GSM2159489
SmartSeq2	delta	T2D	GSM2159490	delta_T2D_GSM2159490
SmartSeq2	delta	T2D	GSM2159491	delta_T2D_GSM2159491
SmartSeq2	delta	T2D	GSM2159492	delta_T2D_GSM2159492
SmartSeq2	delta	T2D	GSM2159493	delta_T2D_GSM2159493
SmartSeq2	delta	T2D	GSM2159494	delta_T2D_GSM2159494
SmartSeq2	delta	T2D	GSM2159495	delta_T2D_GSM2159495
SmartSeq2	delta	T2D	GSM2159496	delta_T2D_GSM2159496
SmartSeq2	delta	T2D	GSM2159497	delta_T2D_GSM2159497
SmartSeq2	delta	T2D	GSM2159498	delta_T2D_GSM2159498
SmartSeq2	delta	T2D	GSM2159499	delta_T2D_GSM2159499
SmartSeq2	delta	T2D	GSM2159500	delta_T2D_GSM2159500
SmartSeq2	delta	T2D	GSM2159501	delta_T2D_GSM2159501
SmartSeq2	delta	T2D	GSM2159502	delta_T2D_GSM2159502
SmartSeq2	delta	T2D	GSM2159503	delta_T2D_GSM2159503
SmartSeq2	delta	T2D	GSM2159504	delta_T2D_GSM2159504
